,Puntaje
4071,81.62898252826311
4072,81.62898252826311
4073,81.62898252826311
4074,81.62898252826311
4075,81.62898252826311
4076,81.62898252826311
4077,81.62898252826311
4078,81.62898252826311
4079,81.62898252826311
4080,81.62898252826311
4081,81.62898252826311
4082,81.62898252826311
4083,81.62898252826311
4084,81.62898252826311
4085,81.62898252826311
4086,81.62898252826311
4087,81.62898252826311
4088,81.62898252826311
4089,81.62898252826311
4090,81.62898252826311
4091,81.62898252826311
4092,81.62898252826311
4093,81.62898252826311
4094,81.62898252826311
4095,81.62898252826311
4096,81.62898252826311
4097,81.62898252826311
4098,81.62898252826311
4099,81.62898252826311
4100,81.62898252826311
4101,81.62898252826311
4102,81.62898252826311
4103,81.62898252826311
4104,81.62898252826311
4105,81.62898252826311
4106,81.62898252826311
4107,81.62898252826311
4108,81.62898252826311
4109,81.62898252826311
4110,81.62898252826311
4111,81.62898252826311
4112,81.62898252826311
4113,81.62898252826311
4114,81.62898252826311
4115,81.62898252826311
4116,81.62898252826311
4117,81.62898252826311
4118,81.62898252826311
4119,81.62898252826311
4120,81.62898252826311
4121,81.62898252826311
4122,81.62898252826311
4123,81.62898252826311
4124,81.62898252826311
4125,81.62898252826311
4126,81.62898252826311
4127,81.62898252826311
4128,81.62898252826311
4129,81.62898252826311
4130,81.62898252826311
4131,81.62898252826311
4132,81.62898252826311
4133,81.62898252826311
4134,81.62898252826311
4135,81.62898252826311
4136,81.62898252826311
4137,81.62898252826311
4138,81.62898252826311
4139,81.62898252826311
4140,81.62898252826311
4141,81.62898252826311
4142,81.62898252826311
4143,81.62898252826311
4144,81.62898252826311
4145,81.62898252826311
4146,81.62898252826311
4147,81.62898252826311
4148,81.62898252826311
4149,81.62898252826311
4150,81.62898252826311
4151,81.62898252826311
4152,81.62898252826311
4153,81.62898252826311
4154,81.62898252826311
4155,81.62898252826311
4156,81.62898252826311
4157,81.62898252826311
4158,81.62898252826311
4159,81.62898252826311
4160,81.62898252826311
4161,81.62898252826311
4162,81.62898252826311
4163,81.62898252826311
4164,81.62898252826311
4165,81.62898252826311
4166,81.62898252826311
4167,81.62898252826311
4168,81.62898252826311
4169,81.62898252826311
4170,81.62898252826311
4171,81.62898252826311
4172,81.62898252826311
4173,81.62898252826311
4174,81.62898252826311
4187,78.03186022610483
4188,78.03186022610483
4189,78.03186022610483
4190,78.03186022610483
4191,78.03186022610483
4192,78.03186022610483
4193,78.03186022610483
4194,78.03186022610483
4195,78.03186022610483
4196,78.03186022610483
4197,78.03186022610483
4198,78.03186022610483
4199,78.03186022610483
4200,78.03186022610483
4201,78.03186022610483
4202,78.03186022610483
4203,78.03186022610483
4204,78.03186022610483
4205,78.03186022610483
4206,78.03186022610483
4207,78.03186022610483
4208,78.03186022610483
4209,78.03186022610483
4210,78.03186022610483
4211,78.03186022610483
4212,78.03186022610483
4213,78.03186022610483
4214,78.03186022610483
4215,78.03186022610483
4216,78.03186022610483
4217,78.03186022610483
4218,78.03186022610483
4219,78.03186022610483
4220,78.03186022610483
4221,78.03186022610483
4222,78.03186022610483
4223,78.03186022610483
4224,78.03186022610483
4225,78.03186022610483
4226,78.03186022610483
4227,78.03186022610483
4228,78.03186022610483
4229,78.03186022610483
4230,78.03186022610483
4231,78.03186022610483
4232,78.03186022610483
4233,78.03186022610483
4234,78.03186022610483
4235,78.03186022610483
4236,78.03186022610483
4237,78.03186022610483
4238,78.03186022610483
4239,78.03186022610483
4240,78.03186022610483
4241,78.03186022610483
4242,78.03186022610483
4243,78.03186022610483
4244,78.03186022610483
4245,78.03186022610483
4246,78.03186022610483
4247,78.03186022610483
4248,78.03186022610483
4249,78.03186022610483
4250,78.03186022610483
4251,78.03186022610483
4252,78.03186022610483
4253,78.03186022610483
4254,78.03186022610483
4255,78.03186022610483
4256,78.03186022610483
4257,78.03186022610483
4258,78.03186022610483
4262,76.5159301130524
4263,76.5159301130524
4264,76.5159301130524
4265,76.5159301130524
4266,76.5159301130524
4267,76.5159301130524
4268,76.5159301130524
4269,76.5159301130524
4270,76.5159301130524
4271,76.5159301130524
4272,76.5159301130524
4273,76.5159301130524
4274,76.5159301130524
4275,76.5159301130524
4276,76.5159301130524
4277,76.5159301130524
4278,76.5159301130524
4279,76.5159301130524
4280,76.5159301130524
4281,76.5159301130524
4282,76.5159301130524
4283,76.5159301130524
4284,76.5159301130524
4285,76.5159301130524
4286,76.5159301130524
4287,76.5159301130524
4288,76.5159301130524
4289,76.5159301130524
4290,76.5159301130524
4291,76.5159301130524
4292,76.5159301130524
4293,76.5159301130524
4294,76.5159301130524
4295,76.5159301130524
4296,76.5159301130524
4297,76.5159301130524
4301,63.82322713257965
4302,63.82322713257965
4303,63.82322713257965
4304,63.82322713257965
4305,63.82322713257965
4306,63.82322713257965
4307,63.82322713257965
4308,63.82322713257965
4309,63.82322713257965
4310,63.82322713257965
4311,63.82322713257965
4312,63.82322713257965
4313,63.82322713257965
4314,63.82322713257965
4315,63.82322713257965
4316,63.82322713257965
4317,63.82322713257965
4318,63.82322713257965
4319,63.82322713257965
4320,63.82322713257965
4321,63.82322713257965
4322,63.82322713257965
4323,63.82322713257965
4324,63.82322713257965
4325,63.82322713257965
4326,63.82322713257965
4327,63.82322713257965
4328,63.82322713257965
4329,63.82322713257965
4330,63.82322713257965
4331,63.82322713257965
4332,63.82322713257965
4333,63.82322713257965
4334,63.82322713257965
4335,63.82322713257965
4336,63.82322713257965
4337,63.82322713257965
4338,63.82322713257965
4339,63.82322713257965
4340,63.82322713257965
4341,63.82322713257965
4342,63.82322713257965
4343,63.82322713257965
4344,63.82322713257965
4345,63.82322713257965
4346,63.82322713257965
4347,63.82322713257965
4348,63.82322713257965
4349,63.82322713257965
4350,63.82322713257965
4351,63.82322713257965
4352,63.82322713257965
4353,63.82322713257965
4354,63.82322713257965
4355,63.82322713257965
4356,63.82322713257965
4357,63.82322713257965
4358,63.82322713257965
4359,63.82322713257965
4360,63.82322713257965
4361,63.82322713257965
4362,63.82322713257965
4363,63.82322713257965
4364,63.82322713257965
4365,63.82322713257965
4366,63.82322713257965
4367,63.82322713257965
4368,63.82322713257965
4369,63.82322713257965
4370,63.82322713257965
4371,63.82322713257965
4372,63.82322713257965
4373,63.82322713257965
4374,63.82322713257965
4375,63.82322713257965
4376,63.82322713257965
4377,63.82322713257965
4378,63.82322713257965
4379,63.82322713257965
4380,63.82322713257965
4381,63.82322713257965
4382,63.82322713257965
4383,63.82322713257965
4384,63.82322713257965
4385,63.82322713257965
4386,63.82322713257965
4387,63.82322713257965
4388,63.82322713257965
4389,63.82322713257965
4390,63.82322713257965
4391,63.82322713257965
4392,63.82322713257965
4393,63.82322713257965
4394,63.82322713257965
4395,63.82322713257965
4396,63.82322713257965
4397,63.82322713257965
4398,63.82322713257965
4399,63.82322713257965
4400,63.82322713257965
4401,63.82322713257965
4402,63.82322713257965
4403,63.82322713257965
4404,63.82322713257965
4405,63.82322713257965
4406,63.82322713257965
4407,63.82322713257965
4408,63.82322713257965
4409,63.82322713257965
4410,63.82322713257965
4411,63.82322713257965
4412,63.82322713257965
4413,63.82322713257965
4414,63.82322713257965
4415,63.82322713257965
4416,63.82322713257965
4417,63.82322713257965
4418,63.82322713257965
4419,63.82322713257965
4420,63.82322713257965
4421,63.82322713257965
4422,63.82322713257965
4423,63.82322713257965
4424,63.82322713257965
4425,63.82322713257965
4426,63.82322713257965
4427,63.82322713257965
4428,63.82322713257965
4429,63.82322713257965
4430,63.82322713257965
4431,63.82322713257965
4432,63.82322713257965
4433,63.82322713257965
4434,63.82322713257965
4435,63.82322713257965
4436,63.82322713257965
4437,63.82322713257965
4438,63.82322713257965
4439,63.82322713257965
4440,63.82322713257965
4441,63.82322713257965
4442,63.82322713257965
4443,63.82322713257965
4444,63.82322713257965
4445,63.82322713257965
4446,63.82322713257965
4447,63.82322713257965
4448,63.82322713257965
4449,63.82322713257965
4450,63.82322713257965
4451,63.82322713257965
4452,63.82322713257965
4459,63.56628982528264
4460,63.56628982528264
4461,63.56628982528264
4462,63.56628982528264
4463,63.56628982528264
4464,63.56628982528264
4465,63.56628982528264
4466,63.56628982528264
4467,63.56628982528264
4468,63.56628982528264
4469,63.56628982528264
4470,63.56628982528264
4471,63.56628982528264
4472,63.56628982528264
4473,63.56628982528264
4474,63.56628982528264
4475,63.56628982528264
4476,63.56628982528264
4477,63.56628982528264
4478,63.56628982528264
4479,63.56628982528264
4480,63.56628982528264
4481,63.56628982528264
4482,63.56628982528264
4483,63.56628982528264
4484,63.56628982528264
4485,63.56628982528264
4486,63.56628982528264
4487,63.56628982528264
4488,63.56628982528264
4489,63.56628982528264
4490,63.56628982528264
4491,63.56628982528264
4492,63.56628982528264
4493,63.56628982528264
4494,63.56628982528264
4495,63.56628982528264
4496,63.56628982528264
4497,63.56628982528264
4498,63.56628982528264
4499,63.56628982528264
4500,63.56628982528264
4501,63.56628982528264
4502,63.56628982528264
4503,63.56628982528264
4504,63.56628982528264
4505,63.56628982528264
4506,63.56628982528264
4507,63.56628982528264
4508,63.56628982528264
4509,63.56628982528264
4510,63.56628982528264
4511,63.56628982528264
4512,63.56628982528264
4513,63.56628982528264
4514,63.56628982528264
4515,63.56628982528264
4516,63.56628982528264
4517,63.56628982528264
4518,63.56628982528264
4519,63.56628982528264
4520,63.56628982528264
4521,63.56628982528264
4522,63.56628982528264
4523,63.56628982528264
4524,63.56628982528264
4525,63.56628982528264
4526,63.56628982528264
4527,63.56628982528264
4528,63.56628982528264
4529,63.56628982528264
4530,63.56628982528264
4531,63.56628982528264
4532,63.56628982528264
4533,63.56628982528264
4534,63.56628982528264
4535,63.56628982528264
4536,63.56628982528264
4537,63.56628982528264
4538,63.56628982528264
4539,63.56628982528264
4540,63.56628982528264
4541,63.56628982528264
4542,63.56628982528264
4543,63.56628982528264
4544,63.56628982528264
4545,63.56628982528264
4546,63.56628982528264
4547,63.56628982528264
4548,63.56628982528264
4549,63.56628982528264
4550,63.56628982528264
4551,63.56628982528264
4552,63.56628982528264
4553,63.56628982528264
4554,63.56628982528264
4555,63.56628982528264
4556,63.56628982528264
4557,63.56628982528264
4558,63.56628982528264
4559,63.56628982528264
4560,63.56628982528264
4561,63.56628982528264
4562,63.56628982528264
4563,63.56628982528264
4564,63.56628982528264
4565,63.56628982528264
4566,63.56628982528264
4567,63.56628982528264
4568,63.56628982528264
4569,63.56628982528264
4570,63.56628982528264
4571,63.56628982528264
4572,63.56628982528264
4573,63.56628982528264
4574,63.56628982528264
4575,63.56628982528264
4576,63.56628982528264
4577,63.56628982528264
4578,63.56628982528264
4579,63.56628982528264
4580,63.56628982528264
4581,63.56628982528264
4582,63.56628982528264
4583,63.56628982528264
4584,63.56628982528264
4585,63.56628982528264
4586,63.56628982528264
4587,63.56628982528264
4588,63.56628982528264
4589,63.56628982528264
4590,63.56628982528264
4591,63.56628982528264
4592,63.56628982528264
4593,63.56628982528264
4594,63.56628982528264
4595,63.56628982528264
4596,63.56628982528264
4597,63.56628982528264
4598,63.56628982528264
4599,63.56628982528264
4600,63.56628982528264
4601,63.56628982528264
4602,63.56628982528264
4603,63.56628982528264
4604,63.56628982528264
4605,63.56628982528264
4606,63.56628982528264
4607,63.56628982528264
4608,63.56628982528264
4609,63.56628982528264
4610,63.56628982528264
4611,63.56628982528264
4612,63.56628982528264
4613,63.56628982528264
4614,63.56628982528264
4615,63.56628982528264
4616,63.56628982528264
4617,63.56628982528264
4618,63.56628982528264
4619,63.56628982528264
4620,63.56628982528264
4621,63.56628982528264
4622,63.56628982528264
4623,63.56628982528264
4624,63.56628982528264
4625,63.56628982528264
4626,63.56628982528264
4627,63.56628982528264
4628,63.56628982528264
4629,63.56628982528264
4630,63.56628982528264
4631,63.56628982528264
4632,63.56628982528264
4633,63.56628982528264
4634,63.56628982528264
4635,63.56628982528264
4636,63.56628982528264
4637,63.56628982528264
4638,63.56628982528264
4639,63.56628982528264
4640,63.56628982528264
4641,63.56628982528264
4642,63.56628982528264
4643,63.56628982528264
4644,63.56628982528264
4645,63.56628982528264
4646,63.56628982528264
4656,63.51490236382323
4657,63.51490236382323
4658,63.51490236382323
4659,63.51490236382323
4660,63.51490236382323
4661,63.51490236382323
4662,63.51490236382323
4663,63.51490236382323
4664,63.51490236382323
4665,63.51490236382323
4666,63.51490236382323
4667,63.51490236382323
4668,63.51490236382323
4669,63.51490236382323
4670,63.51490236382323
4671,63.51490236382323
4672,63.51490236382323
4673,63.51490236382323
4674,63.51490236382323
4675,63.51490236382323
4676,63.51490236382323
4677,63.51490236382323
4678,63.51490236382323
4679,63.51490236382323
4680,63.51490236382323
4681,63.51490236382323
4682,63.51490236382323
4683,63.51490236382323
4684,63.51490236382323
4685,63.51490236382323
4686,63.51490236382323
4687,63.51490236382323
4688,63.51490236382323
4689,63.51490236382323
4690,63.51490236382323
4691,63.51490236382323
4692,63.51490236382323
4693,63.51490236382323
4694,63.51490236382323
4695,63.51490236382323
4696,63.51490236382323
4697,63.51490236382323
4698,63.51490236382323
4699,63.51490236382323
4700,63.51490236382323
4701,63.51490236382323
4702,63.51490236382323
4703,63.51490236382323
4704,63.51490236382323
4705,63.51490236382323
4706,63.51490236382323
4707,63.51490236382323
4708,63.51490236382323
4709,63.51490236382323
4710,63.51490236382323
4711,63.51490236382323
4712,63.51490236382323
4713,63.51490236382323
4714,63.51490236382323
4715,63.51490236382323
4716,63.51490236382323
4717,63.51490236382323
4718,63.51490236382323
4719,63.51490236382323
4720,63.51490236382323
4721,63.51490236382323
4722,63.51490236382323
4723,63.51490236382323
4724,63.51490236382323
4725,63.51490236382323
4726,63.51490236382323
4727,63.51490236382323
4728,63.51490236382323
4729,63.51490236382323
4730,63.51490236382323
4731,63.51490236382323
4732,63.51490236382323
4733,63.51490236382323
4734,63.51490236382323
4735,63.51490236382323
4736,63.51490236382323
4737,63.51490236382323
4738,63.51490236382323
4739,63.51490236382323
4740,63.51490236382323
4741,63.51490236382323
4742,63.51490236382323
4743,63.51490236382323
4744,63.51490236382323
4745,63.51490236382323
4746,63.51490236382323
4747,63.51490236382323
4748,63.51490236382323
4749,63.51490236382323
4750,63.51490236382323
4751,63.51490236382323
4752,63.51490236382323
4753,63.51490236382323
4754,63.51490236382323
4755,63.51490236382323
4756,63.51490236382323
4757,63.51490236382323
4758,63.51490236382323
4759,63.51490236382323
4760,63.51490236382323
4761,63.51490236382323
4762,63.51490236382323
4763,63.51490236382323
4764,63.51490236382323
4765,63.51490236382323
4766,63.51490236382323
4767,63.51490236382323
4768,63.51490236382323
4769,63.51490236382323
4770,63.51490236382323
4771,63.51490236382323
4772,63.51490236382323
4773,63.51490236382323
4774,63.51490236382323
4775,63.51490236382323
4776,63.51490236382323
4777,63.51490236382323
4778,63.51490236382323
4779,63.51490236382323
4780,63.51490236382323
4781,63.51490236382323
4782,63.51490236382323
4783,63.51490236382323
4784,63.51490236382323
4785,63.51490236382323
4786,63.51490236382323
4787,63.51490236382323
4788,63.51490236382323
4789,63.51490236382323
4790,63.51490236382323
4791,63.51490236382323
4792,63.51490236382323
4793,63.51490236382323
4794,63.51490236382323
4795,63.51490236382323
4796,63.51490236382323
4797,63.51490236382323
4798,63.51490236382323
4799,63.51490236382323
4800,63.51490236382323
4801,63.51490236382323
4802,63.51490236382323
4803,63.51490236382323
4804,63.51490236382323
4805,63.51490236382323
4806,63.51490236382323
4807,63.51490236382323
4808,63.51490236382323
4809,63.51490236382323
4810,63.51490236382323
4811,63.51490236382323
4821,59.969167523124355
4822,59.969167523124355
4823,59.969167523124355
4824,59.969167523124355
4825,59.969167523124355
4826,59.969167523124355
4827,59.969167523124355
4828,59.969167523124355
4829,59.969167523124355
4830,59.969167523124355
4831,59.969167523124355
4832,59.969167523124355
4833,59.969167523124355
4834,59.969167523124355
4835,59.969167523124355
4836,59.969167523124355
4837,59.969167523124355
4838,59.969167523124355
4839,59.969167523124355
4840,59.969167523124355
4841,59.969167523124355
4842,59.969167523124355
4843,59.969167523124355
4844,59.969167523124355
4845,59.969167523124355
4846,59.969167523124355
4847,59.969167523124355
4848,59.969167523124355
4849,59.969167523124355
4850,59.969167523124355
4851,59.969167523124355
4852,59.969167523124355
4853,59.969167523124355
4854,59.969167523124355
4855,59.969167523124355
4856,59.969167523124355
4857,59.969167523124355
4858,59.969167523124355
4859,59.969167523124355
4860,59.969167523124355
4861,59.969167523124355
4862,59.969167523124355
4863,59.969167523124355
4864,59.969167523124355
4865,59.969167523124355
4866,59.969167523124355
4867,59.969167523124355
4868,59.969167523124355
4869,59.969167523124355
4870,59.969167523124355
4871,59.969167523124355
4872,59.969167523124355
4873,59.969167523124355
4874,59.969167523124355
4875,59.969167523124355
4876,59.969167523124355
4877,59.969167523124355
4878,59.969167523124355
4879,59.969167523124355
4880,59.969167523124355
4881,59.969167523124355
4882,59.969167523124355
4883,59.969167523124355
4884,59.969167523124355
4885,59.969167523124355
4886,59.969167523124355
4887,59.969167523124355
4888,59.969167523124355
4889,59.969167523124355
4890,59.969167523124355
4891,59.969167523124355
4892,59.969167523124355
4893,59.969167523124355
4894,59.969167523124355
4895,59.969167523124355
4896,59.969167523124355
4897,59.969167523124355
4898,59.969167523124355
4899,59.969167523124355
4900,59.969167523124355
4901,59.969167523124355
4902,59.969167523124355
4903,59.969167523124355
4904,59.969167523124355
4905,59.969167523124355
4906,59.969167523124355
4907,59.969167523124355
4908,59.969167523124355
4909,59.969167523124355
4910,59.969167523124355
4911,59.969167523124355
4912,59.969167523124355
4913,59.969167523124355
4914,59.969167523124355
4915,59.969167523124355
4916,59.969167523124355
4917,59.969167523124355
4918,59.969167523124355
4919,59.969167523124355
4920,59.969167523124355
4921,59.969167523124355
4922,59.969167523124355
4923,59.969167523124355
4924,59.969167523124355
4925,59.969167523124355
4926,59.969167523124355
4927,59.969167523124355
4928,59.969167523124355
4929,59.969167523124355
4930,59.969167523124355
4931,59.969167523124355
4932,59.969167523124355
4933,59.969167523124355
4934,59.969167523124355
4935,59.969167523124355
4936,59.969167523124355
4937,59.969167523124355
4938,59.969167523124355
4939,59.969167523124355
4940,59.969167523124355
4941,59.969167523124355
4942,59.969167523124355
4943,59.969167523124355
4944,59.969167523124355
4945,59.969167523124355
4946,59.969167523124355
4947,59.969167523124355
4948,59.969167523124355
4949,59.969167523124355
4950,59.969167523124355
4951,59.969167523124355
4952,59.969167523124355
4953,59.969167523124355
4954,59.969167523124355
4955,59.969167523124355
4956,59.969167523124355
4957,59.969167523124355
4958,59.969167523124355
4959,59.969167523124355
4960,59.969167523124355
4961,59.969167523124355
4962,59.969167523124355
4963,59.969167523124355
4964,59.969167523124355
4970,59.91778006166495
4971,59.91778006166495
4972,59.91778006166495
4973,59.91778006166495
4974,59.91778006166495
4975,59.91778006166495
4976,59.91778006166495
4977,59.91778006166495
4978,59.91778006166495
4979,59.91778006166495
4980,59.91778006166495
4981,59.91778006166495
4982,59.91778006166495
4983,59.91778006166495
4984,59.91778006166495
4985,59.91778006166495
4986,59.91778006166495
4987,59.91778006166495
4988,59.91778006166495
4989,59.91778006166495
4990,59.91778006166495
4991,59.91778006166495
4992,59.91778006166495
4993,59.91778006166495
4994,59.91778006166495
4995,59.91778006166495
4996,59.91778006166495
4997,59.91778006166495
4998,59.91778006166495
4999,59.91778006166495
5000,59.91778006166495
5001,59.91778006166495
5002,59.91778006166495
5003,59.91778006166495
5004,59.91778006166495
5005,59.91778006166495
5006,59.91778006166495
5007,59.91778006166495
5008,59.91778006166495
5009,59.91778006166495
5010,59.91778006166495
5011,59.91778006166495
5012,59.91778006166495
5013,59.91778006166495
5014,59.91778006166495
5015,59.91778006166495
5016,59.91778006166495
5017,59.91778006166495
5018,59.91778006166495
5019,59.91778006166495
5020,59.91778006166495
5021,59.91778006166495
5022,59.91778006166495
5023,59.91778006166495
5025,59.660842754367934
5026,59.660842754367934
5027,59.660842754367934
5028,59.660842754367934
5029,59.660842754367934
5030,59.660842754367934
5031,59.660842754367934
5032,59.660842754367934
5033,59.660842754367934
5034,59.660842754367934
5035,59.660842754367934
5036,59.660842754367934
5037,59.660842754367934
5038,59.660842754367934
5039,59.660842754367934
5040,59.660842754367934
5041,59.660842754367934
5042,59.660842754367934
5043,59.660842754367934
5044,59.660842754367934
5045,59.660842754367934
5046,59.660842754367934
5047,59.660842754367934
5048,59.660842754367934
5049,59.660842754367934
5050,59.660842754367934
5051,59.660842754367934
5052,59.660842754367934
5053,59.660842754367934
5054,59.660842754367934
5055,59.660842754367934
5056,59.660842754367934
5057,59.660842754367934
5058,59.660842754367934
5059,59.660842754367934
5060,59.660842754367934
5061,59.660842754367934
5062,59.660842754367934
5063,59.660842754367934
5064,59.660842754367934
5065,59.660842754367934
5066,59.660842754367934
5067,59.660842754367934
5068,59.660842754367934
5069,59.660842754367934
5070,59.660842754367934
5071,59.660842754367934
5072,59.660842754367934
5073,59.660842754367934
5074,59.660842754367934
5075,59.660842754367934
5076,59.660842754367934
5077,59.660842754367934
5078,59.660842754367934
5079,59.660842754367934
5080,59.660842754367934
5081,59.660842754367934
5082,59.660842754367934
5083,59.660842754367934
5084,59.660842754367934
5085,59.660842754367934
5086,59.660842754367934
5087,59.660842754367934
5088,59.660842754367934
5089,59.660842754367934
5090,59.660842754367934
5091,59.660842754367934
5092,59.660842754367934
5093,59.660842754367934
5094,59.660842754367934
5095,59.660842754367934
5096,59.660842754367934
5097,59.660842754367934
5098,59.660842754367934
5099,59.660842754367934
5100,59.660842754367934
5101,59.660842754367934
5102,59.660842754367934
5103,59.660842754367934
5104,59.660842754367934
5105,59.660842754367934
5106,59.660842754367934
5107,59.660842754367934
5108,59.660842754367934
5109,59.660842754367934
5110,59.660842754367934
5111,59.660842754367934
5112,59.660842754367934
5113,59.660842754367934
5114,59.660842754367934
5115,59.660842754367934
5116,59.660842754367934
5117,59.660842754367934
5118,59.660842754367934
5119,59.660842754367934
5120,59.660842754367934
5121,59.660842754367934
5122,59.660842754367934
5123,59.660842754367934
5124,59.660842754367934
5125,59.660842754367934
5126,59.660842754367934
5127,59.660842754367934
5128,59.660842754367934
5132,58.45323741007194
5133,58.45323741007194
5134,58.45323741007194
5135,58.45323741007194
5136,58.45323741007194
5137,58.45323741007194
5138,58.45323741007194
5139,58.45323741007194
5140,58.45323741007194
5141,58.45323741007194
5142,58.45323741007194
5143,58.45323741007194
5144,58.45323741007194
5145,58.45323741007194
5146,58.45323741007194
5147,58.45323741007194
5148,58.45323741007194
5149,58.45323741007194
5150,58.45323741007194
5151,58.45323741007194
5152,58.45323741007194
5153,58.45323741007194
5154,58.45323741007194
5155,58.45323741007194
5156,58.45323741007194
5157,58.45323741007194
5158,58.45323741007194
5159,58.45323741007194
5160,58.45323741007194
5161,58.45323741007194
5162,58.45323741007194
5163,58.45323741007194
5164,58.45323741007194
5165,58.45323741007194
5166,58.45323741007194
5167,58.45323741007194
5168,58.45323741007194
5169,58.45323741007194
5170,58.45323741007194
5171,58.45323741007194
5172,58.45323741007194
5173,58.45323741007194
5174,58.45323741007194
5175,58.45323741007194
5176,58.45323741007194
5177,58.45323741007194
5178,58.45323741007194
5179,58.45323741007194
5180,58.45323741007194
5181,58.45323741007194
5182,58.45323741007194
5183,58.45323741007194
5184,58.45323741007194
5185,58.45323741007194
5186,58.45323741007194
5187,58.45323741007194
5188,58.45323741007194
5189,58.45323741007194
5190,58.45323741007194
5191,58.45323741007194
5192,58.45323741007194
5193,58.45323741007194
5194,58.45323741007194
5195,58.45323741007194
5196,58.45323741007194
5197,58.45323741007194
5198,58.40184994861253
5199,58.40184994861253
5200,58.40184994861253
5201,58.40184994861253
5202,58.40184994861253
5203,58.40184994861253
5204,58.40184994861253
5205,58.40184994861253
5206,58.40184994861253
5207,58.40184994861253
5208,58.40184994861253
5209,58.40184994861253
5210,58.40184994861253
5211,58.40184994861253
5212,58.40184994861253
5213,58.40184994861253
5214,58.40184994861253
5215,58.40184994861253
5216,58.40184994861253
5217,58.40184994861253
5218,58.40184994861253
5219,58.40184994861253
5221,58.144912641315514
5222,58.144912641315514
5223,58.144912641315514
5224,58.144912641315514
5225,58.144912641315514
5226,58.144912641315514
5227,58.144912641315514
5228,58.144912641315514
5229,58.144912641315514
5230,58.144912641315514
5231,58.144912641315514
5232,58.144912641315514
5233,58.144912641315514
5234,58.144912641315514
5235,58.144912641315514
5236,58.144912641315514
5237,58.144912641315514
5238,58.144912641315514
5239,58.144912641315514
5240,58.144912641315514
5241,58.144912641315514
5242,58.144912641315514
5243,58.144912641315514
5244,58.144912641315514
5245,58.144912641315514
5246,58.144912641315514
5247,58.144912641315514
5248,58.144912641315514
5249,58.144912641315514
5250,58.144912641315514
5251,58.144912641315514
5252,58.144912641315514
5253,58.144912641315514
5254,58.144912641315514
5255,58.144912641315514
5256,58.144912641315514
5257,58.144912641315514
5258,58.144912641315514
5259,58.144912641315514
5260,58.144912641315514
5261,58.144912641315514
5262,58.144912641315514
5263,58.144912641315514
5264,58.144912641315514
5265,58.144912641315514
5266,58.144912641315514
5267,58.144912641315514
5268,58.144912641315514
5269,58.144912641315514
5270,58.144912641315514
5272,54.547790339157245
5273,54.547790339157245
5274,54.547790339157245
5275,54.547790339157245
5276,54.547790339157245
5277,54.547790339157245
5278,54.547790339157245
5279,54.547790339157245
5280,54.547790339157245
5281,54.547790339157245
5282,54.547790339157245
5283,54.547790339157245
5284,54.547790339157245
5285,54.547790339157245
5286,54.547790339157245
5287,54.547790339157245
5288,54.547790339157245
5289,54.547790339157245
5290,54.547790339157245
5291,54.547790339157245
5292,54.547790339157245
5293,54.547790339157245
5294,54.547790339157245
5295,54.547790339157245
5296,54.547790339157245
5297,54.547790339157245
5298,54.547790339157245
5299,54.547790339157245
5300,54.547790339157245
5301,54.547790339157245
5302,54.547790339157245
5303,54.547790339157245
5304,54.547790339157245
5305,54.547790339157245
5306,54.547790339157245
5307,54.547790339157245
5308,54.547790339157245
5309,54.547790339157245
5310,54.547790339157245
5311,54.547790339157245
5312,54.547790339157245
5313,54.547790339157245
5314,54.547790339157245
5315,54.547790339157245
5316,54.547790339157245
5317,54.547790339157245
5318,45.452209660842755
5319,45.452209660842755
5320,45.452209660842755
5321,45.452209660842755
5322,45.452209660842755
5323,45.452209660842755
5324,45.452209660842755
5325,45.452209660842755
5326,45.452209660842755
5327,45.452209660842755
5328,45.452209660842755
5329,45.452209660842755
5330,45.452209660842755
5331,45.452209660842755
5332,45.452209660842755
5333,45.452209660842755
5334,45.452209660842755
5335,45.452209660842755
5336,45.452209660842755
5337,45.452209660842755
5338,45.452209660842755
5339,45.452209660842755
5340,45.452209660842755
5341,45.452209660842755
5342,45.452209660842755
5343,45.452209660842755
5344,45.452209660842755
5345,45.452209660842755
5346,45.452209660842755
5347,45.452209660842755
5348,45.452209660842755
5349,45.452209660842755
5350,45.452209660842755
5351,45.452209660842755
5352,45.452209660842755
5353,45.452209660842755
5354,45.452209660842755
5355,45.452209660842755
5356,45.452209660842755
5357,45.452209660842755
5358,45.452209660842755
5359,45.452209660842755
5360,45.452209660842755
5361,45.452209660842755
5362,45.452209660842755
5363,45.452209660842755
5364,45.452209660842755
5365,45.452209660842755
5366,45.452209660842755
5367,45.452209660842755
5368,45.452209660842755
5369,45.452209660842755
5370,45.452209660842755
5371,45.452209660842755
5372,45.452209660842755
5373,45.452209660842755
5374,45.452209660842755
5375,45.452209660842755
5376,45.452209660842755
5377,45.452209660842755
5378,45.452209660842755
5379,45.452209660842755
5380,45.452209660842755
5381,45.452209660842755
5382,45.452209660842755
5383,45.452209660842755
5384,45.452209660842755
5385,45.452209660842755
5386,45.452209660842755
5387,45.452209660842755
5388,45.452209660842755
5389,45.452209660842755
5390,45.452209660842755
5391,45.452209660842755
5392,45.452209660842755
5393,45.452209660842755
5394,45.452209660842755
5395,45.452209660842755
